City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,novoishimskiy,53.1981,66.7694,24.29,55,100,2.8,KZ,1690432471
362,ankang,32.68,109.0172,29.83,70,100,1.63,CN,1690432472
363,temperance,41.7792,-83.5688,23.1,100,75,0.0,US,1690432472
364,saint-philippe,-21.3585,55.7679,21.17,77,65,5.31,RE,1690432472
365,tura,25.5198,90.2201,29.28,73,99,3.23,IN,1690432473
366,kavaratti,10.5669,72.642,28.43,73,100,5.81,IN,1690432473
367,bridgewater,44.3835,-64.5155,19.82,90,40,3.6,CA,1690432473
368,aguazul,5.1728,-72.5471,22.68,93,67,1.73,CO,1690432473
369,bac lieu,9.285,105.7244,30.05,67,100,8.74,VN,1690432474
370,prineville,44.2999,-120.8345,24.39,23,40,5.66,US,1690432474
371,talcahuano,-36.7167,-73.1167,7.82,100,75,0.0,CL,1690432333
372,chandigarh,30.7343,76.7933,29.54,65,91,4.43,IN,1690432211
373,ressano garcia,-25.442,31.9913,14.02,70,0,2.1,MZ,1690432475
374,nova vicosa,-17.8919,-39.3719,20.94,77,4,1.44,BR,1690432475
375,jaffna,9.6685,80.0074,28.42,75,85,8.64,LK,1690432475
376,okahandja,-21.9833,16.9167,12.03,32,1,2.13,NA,1690432475
377,chambas,22.1928,-78.9136,25.87,87,89,3.15,CU,1690432476
378,maputo,-25.9653,32.5892,14.82,77,20,4.12,MZ,1690432476
379,dauphin,51.1494,-100.0502,17.08,82,0,4.12,CA,1690432369
380,malvan,16.0667,73.4667,25.12,92,100,8.15,IN,1690432476
381,vorkuta,67.5,64.0,16.26,83,99,2.14,RU,1690432477
382,presidente medici,-11.1753,-61.9014,22.89,52,54,0.13,BR,1690432477
383,kilindoni,-7.9139,39.6668,24.97,76,82,7.69,TZ,1690432477
384,sept-iles,50.2001,-66.3821,23.0,67,100,6.17,CA,1690432469
385,lethem,3.3803,-59.7968,23.59,94,100,0.41,GY,1690432478
386,novyye burasy,52.1324,46.0714,25.48,51,11,3.45,RU,1690432478
387,aur,8.1499,171.1687,28.38,76,100,4.19,MH,1690432478
388,la passe,45.5549,-0.8967,18.88,94,20,2.98,FR,1690432479
389,edd,13.9297,41.6925,35.92,45,64,0.96,ER,1690432479
390,ha'il,27.5219,41.6907,28.01,18,0,2.06,SA,1690432479
391,aldan,58.6031,125.3894,25.4,51,23,3.47,RU,1690432479
392,udachny,66.4167,112.4,21.92,40,100,3.41,RU,1690432479
393,selfoss,63.9331,-20.9971,8.36,75,88,3.51,IS,1690432434
394,vangaindrano,-23.35,47.6,18.39,74,88,1.75,MG,1690432480
395,grande prairie,55.1667,-118.8027,14.1,94,100,5.14,CA,1690432460
396,queenstown,-31.8976,26.8753,8.78,86,23,1.75,ZA,1690432480
397,manakara,-22.1333,48.0167,18.64,69,96,2.64,MG,1690432480
398,tangalle,6.024,80.7911,32.09,63,100,5.87,LK,1690432481
399,enterprise,36.0252,-115.2419,39.12,18,20,3.09,US,1690432481
400,ad dilam,23.9915,47.1627,33.23,11,47,0.67,SA,1690432481
401,pursat,12.3333,103.6667,31.47,62,88,2.28,KH,1690432481
402,bikenibeu village,1.3673,173.1241,30.98,66,20,2.06,KI,1690432481
403,paracuru,-3.41,-39.0306,26.73,84,6,6.02,BR,1690432481
404,mhamid,29.82,-5.72,32.75,6,0,3.36,MA,1690432482
405,el granada,37.5027,-122.4694,18.3,87,100,6.17,US,1690432482
406,santa vitoria do palmar,-33.5189,-53.3681,8.77,87,0,5.14,BR,1690432482
407,dinguiraye,11.3,-10.7167,21.18,96,68,0.9,GN,1690432482
408,panjab,34.388,67.0233,21.93,20,6,4.0,AF,1690432482
409,saynshand,44.8824,110.1163,29.17,23,9,4.37,MN,1690432482
410,jayapura,-2.5333,140.7,29.66,93,100,2.32,ID,1690432483
411,burnie,-41.0667,145.9167,13.03,78,97,4.03,AU,1690432274
412,miyaly,48.8844,53.7836,29.49,35,4,2.02,KZ,1690432483
413,tsiombe,-25.3,45.4833,19.38,54,0,6.37,MG,1690432483
414,nieuw amsterdam,5.8833,-55.0833,26.12,90,100,2.77,SR,1690432240
415,zhezqazghan,47.7833,67.7667,23.32,49,20,7.0,KZ,1690432483
416,alloa,56.1159,-3.79,14.06,92,100,1.79,GB,1690432483
417,new norfolk,-42.7826,147.0587,13.29,47,100,2.24,AU,1690432260
418,alofi,-19.0595,-169.9187,21.94,83,97,3.09,NU,1690432484
419,san fernando de apure,7.8878,-67.4724,23.31,97,92,1.85,VE,1690432484
420,clarksville,36.5298,-87.3595,28.1,79,0,5.14,US,1690432484
421,lompoc,34.6391,-120.4579,17.08,88,100,4.63,US,1690432484
422,alapayevsk,57.8516,61.6963,21.91,53,38,3.39,RU,1690432484
423,weldon spring,38.7134,-90.6893,30.95,67,20,4.12,US,1690432485
424,beira,-19.8436,34.8389,15.05,94,20,2.57,MZ,1690432485
425,mogocha,53.7333,119.7667,27.77,45,95,3.87,RU,1690432485
426,ust-nera,64.5667,143.2,14.5,54,95,3.45,RU,1690432343
427,kailua-kona,19.6406,-155.9956,28.06,86,100,4.12,US,1690432232
428,bardai,11.65,7.2333,22.4,82,99,5.33,NG,1690432485
429,atar,20.5169,-13.0499,32.47,17,53,5.05,MR,1690432485
430,sorong,-0.8833,131.25,28.81,74,36,6.41,ID,1690432486
431,arkadelphia,34.1209,-93.0538,28.54,94,0,0.0,US,1690432486
432,broome,42.2506,-75.833,24.79,77,40,3.6,US,1690432286
433,luanda,-8.8368,13.2343,20.0,94,75,1.54,AO,1690432486
434,ponta delgada,37.7333,-25.6667,21.4,88,20,2.06,PT,1690432476
435,fort st. john,56.2499,-120.8529,14.94,94,100,4.12,CA,1690432486
436,mezhova,48.2532,36.7347,25.16,48,0,5.56,UA,1690432487
437,margate,51.3813,1.3862,16.61,95,100,4.47,GB,1690432487
438,morant bay,17.8815,-76.4093,28.73,83,86,3.23,JM,1690432487
439,fada,9.5667,8.3,19.72,95,88,0.55,NG,1690432487
440,portland,45.5234,-122.6762,23.99,51,75,5.14,US,1690432197
441,funafuti,-8.5243,179.1942,30.0,84,100,6.17,TV,1690432487
442,berdigestyakh,62.0989,126.6992,25.29,41,100,1.95,RU,1690432400
443,pacific grove,36.6177,-121.9166,15.21,92,100,1.79,US,1690432488
444,christchurch,-43.5333,172.6333,10.51,52,20,8.75,NZ,1690432286
445,vila franca do campo,37.7167,-25.4333,21.23,88,3,2.67,PT,1690432488
446,sandnessjoen,66.0217,12.6316,14.29,94,75,2.57,NO,1690432488
447,muana,-1.5283,-49.2167,24.2,88,41,2.11,BR,1690432488
448,bellegarde-sur-valserine,46.1079,5.8242,13.28,78,34,0.66,FR,1690432488
449,happy valley-goose bay,53.3168,-60.3315,19.17,63,40,3.09,CA,1690432488
450,tarauaca,-8.1614,-70.7656,23.74,60,35,1.07,BR,1690432488
451,tofol,5.3248,163.0078,28.52,72,100,2.17,FM,1690432489
452,tank,32.2217,70.3793,35.09,44,3,2.06,PK,1690432489
453,rajura,19.7833,79.3667,30.07,78,96,4.07,IN,1690432489
454,conceicao da barra,-18.5933,-39.7322,19.11,87,3,0.21,BR,1690432489
455,malango,-2.9627,119.9001,28.26,51,29,2.01,ID,1690432489
456,vadso,70.0744,29.7487,10.09,93,100,3.09,NO,1690432381
457,wellston,39.1234,-82.5329,27.73,67,80,4.4,US,1690432491
458,coxim,-18.5067,-54.76,21.94,37,0,1.18,BR,1690432491
459,oriximina,-1.7656,-55.8661,26.55,66,56,1.28,BR,1690432349
460,koniecpol,50.7747,19.689,11.83,83,88,3.0,PL,1690432491
461,nadi,-17.8,177.4167,21.0,83,100,4.12,FJ,1690432491
462,aksu,41.1231,80.2644,34.16,21,89,2.69,CN,1690432266
463,bentiu,9.2333,29.8333,21.8,93,100,1.46,SS,1690432492
464,lata,40.1629,-8.3327,16.71,93,88,1.15,PT,1690432492
465,caburan,5.9181,125.6411,29.5,71,96,6.59,PH,1690432492
466,tenenkou,14.4572,-4.9169,30.69,53,100,5.39,ML,1690432492
467,evinayong,1.4368,10.5512,20.12,99,100,0.87,GQ,1690432492
468,wurtulla,-26.7568,153.1256,20.04,66,90,2.24,AU,1690432493
469,sale,34.0389,-6.8166,22.38,68,75,1.54,MA,1690432493
470,mount pearl,47.5166,-52.7813,18.19,82,100,8.75,CA,1690432486
471,progreso,21.2833,-89.6667,28.06,88,92,4.76,MX,1690432493
472,cristalina,-16.7686,-47.6136,14.69,43,0,1.21,BR,1690432493
473,nagqu,31.5,92.0,6.75,85,100,2.39,CN,1690432493
474,ewo,-0.8725,14.8206,25.02,71,100,2.33,CG,1690432493
475,enniskillen,54.3461,-7.6413,14.81,98,100,1.85,GB,1690432494
476,manali,13.1667,80.2667,31.05,69,98,8.62,IN,1690432494
477,santa ana,33.7456,-117.8678,31.13,67,20,3.6,US,1690432223
478,miches,18.9836,-69.0476,26.1,84,100,2.39,DO,1690432494
479,tocopilla,-22.092,-70.1979,16.88,74,47,2.23,CL,1690432332
480,vernon,50.2581,-119.2691,21.2,52,1,2.06,CA,1690432221
481,itanhem,-17.1664,-40.33,18.59,93,77,1.31,BR,1690432494
482,gadzhiyevo,69.2551,33.3362,11.02,92,100,0.61,RU,1690432408
483,princeville,45.7668,-61.2985,21.36,89,0,3.09,CA,1690432495
484,naze,28.3667,129.4833,23.51,80,100,6.65,JP,1690432266
485,maralal,1.0968,36.698,15.1,69,53,1.59,KE,1690432495
486,ceeldheer,3.8488,47.1806,25.96,72,83,9.5,SO,1690432495
487,santa marta,11.2408,-74.199,28.03,83,75,2.57,CO,1690432325
488,balqash,46.8481,74.995,30.33,28,40,10.0,KZ,1690432495
489,mossel bay,-34.1831,22.146,9.96,81,16,2.89,ZA,1690432496
490,ishigaki,24.3448,124.1572,26.07,94,75,9.26,JP,1690432496
491,port hedland,-20.3167,118.5667,28.03,26,75,3.09,AU,1690432496
492,hanceville,34.0607,-86.7675,25.09,69,33,0.05,US,1690432496
493,mili,6.0815,171.735,27.91,76,31,2.54,MH,1690432496
494,susuman,62.7833,148.1667,9.47,82,100,1.81,RU,1690432496
495,floro,61.5996,5.0328,15.04,88,75,3.6,NO,1690432497
496,saint-pierre,-21.3393,55.4781,21.21,77,93,3.09,RE,1690432497
497,sao tome,0.3365,6.7273,24.05,87,93,3.72,ST,1690432497
498,guarapari,-20.6667,-40.4975,19.94,89,45,4.01,BR,1690432497
499,callao,-12.0667,-77.15,20.16,77,100,3.09,PE,1690432497
500,znamenskoye,57.1281,73.8282,23.65,55,71,2.11,RU,1690432497
501,whakatane,-37.9585,176.9854,12.1,87,86,1.34,NZ,1690432498
502,basco,20.4487,121.9702,28.76,77,100,11.27,PH,1690432498
503,saldanha,-33.0117,17.9442,11.03,86,97,4.19,ZA,1690432498
504,yamada,39.4667,141.95,27.86,72,54,0.4,JP,1690432498
505,licheng,23.2955,113.8284,35.05,51,35,3.4,CN,1690432498
506,praia da vitoria,38.7333,-27.0667,23.2,88,20,3.32,PT,1690432396
507,seydisehir,37.4193,31.8453,27.27,22,0,1.09,TR,1690432498
508,birstein,50.35,9.3,14.43,86,100,2.41,DE,1690432499
509,les avirons,-21.2418,55.3394,19.44,77,87,3.09,RE,1690432499
510,agapovka,53.2973,59.1348,23.56,53,36,3.34,RU,1690432499
511,jamul,32.717,-116.8761,27.57,64,0,2.57,US,1690432499
512,nyurba,63.2842,118.3319,23.3,33,56,3.51,RU,1690432329
513,port moresby,-9.4431,147.1797,29.68,70,75,5.14,PG,1690432265
514,sinop,41.7711,34.8709,26.69,42,0,4.95,TR,1690432499
515,kamiiso,41.8167,140.65,27.21,83,40,6.17,JP,1690432500
516,poronaysk,49.2167,143.1167,25.27,65,54,1.24,RU,1690432500
517,guiuan,11.0333,125.7247,29.48,75,99,7.56,PH,1690432500
518,baranchinskiy,58.1617,59.6991,21.86,48,48,2.91,RU,1690432500
519,port douglas,-16.4833,145.4667,22.1,81,59,7.8,AU,1690432242
520,bulawayo,-20.15,28.5833,9.17,85,0,2.19,ZW,1690432500
521,champerico,14.3,-91.9167,28.04,74,22,1.09,GT,1690432500
522,coronado,32.6859,-117.1831,26.87,87,20,3.09,US,1690432501
523,alaghsas,17.0187,8.0168,30.45,45,91,5.95,NE,1690432501
524,codrington,-38.2667,141.9667,15.94,64,25,7.78,AU,1690432417
525,zaozersk,69.4005,32.4476,11.26,91,100,0.83,RU,1690432501
526,dolores,-36.3132,-57.6792,5.24,86,48,3.71,AR,1690432201
527,del rio,29.3627,-100.8968,33.06,28,0,3.6,US,1690432501
528,pestovo,58.5938,35.8024,15.72,93,50,3.17,RU,1690432502
529,tvoroyri,61.5556,-6.8111,10.02,84,39,6.54,FO,1690432502
530,prince rupert,54.3161,-130.3201,15.83,90,0,4.63,CA,1690432503
531,zyryanovsk,49.7386,84.2719,31.0,22,93,1.8,KZ,1690432503
532,hit,33.6416,42.8251,37.89,12,0,4.14,IQ,1690432504
533,teknaf,20.8624,92.3058,29.21,79,94,4.61,BD,1690432504
534,el calafate,-50.3408,-72.2768,-4.15,70,100,0.84,AR,1690432287
535,zholymbet,51.7433,71.7122,22.43,58,34,3.13,KZ,1690432505
536,aykhal,66.0,111.5,15.52,64,100,3.95,RU,1690432505
537,okhotsk,59.3833,143.3,18.98,77,72,3.15,RU,1690432505
538,cam pha mines,21.0167,107.3,32.58,56,100,3.28,VN,1690432506
539,riyadh,24.6877,46.7219,32.08,12,60,2.79,SA,1690432207
540,priargunsk,50.3691,119.1012,26.19,53,100,5.93,RU,1690432506
541,azangaro,-14.9167,-70.2167,0.31,65,0,2.36,PE,1690432506
542,west bay,19.3667,-81.4167,29.44,82,29,1.34,KY,1690432507
543,port augusta,-32.5,137.7667,18.09,46,89,3.93,AU,1690432507
544,lewisburg,35.4492,-86.7889,26.7,95,20,0.0,US,1690432507
545,st. paul,44.9444,-93.0933,27.65,83,0,2.06,US,1690432424
546,tasek glugor,5.4803,100.4985,31.96,79,20,1.54,MY,1690432508
547,kozhevnikovo,56.2589,83.9714,26.31,41,68,2.13,RU,1690432508
548,sao vicente,-23.9631,-46.3919,24.59,26,4,2.63,BR,1690432508
549,tyukalinsk,55.8732,72.1967,25.0,42,8,3.74,RU,1690432509
550,bandar-e anzali,37.4727,49.4622,26.06,66,0,1.39,IR,1690432509
